age,income,credit_score,employment_years,debt,credit_limit,previous_defaults,utilization,payment_history,default
22,36140.33,669.0,7,14080.52,37752.5,0,0.4226,80.12,1
40,79767.02,681.0,3,16127.24,43462.97,0,0.3731,86.3,0
69,47957.66,706.0,26,14498.72,23926.62,1,0.4394,81.69,1
65,52306.08,802.0,33,44902.05,31094.04,1,0.147,88.54,0
51,71904.02,720.0,18,500.0,34678.49,0,0.0581,84.25,0
51,54181.56,741.0,20,13339.99,9652.54,0,0.5371,77.95,1
40,84642.83,772.0,27,17955.73,16419.04,0,0.2833,57.69,0
29,47960.78,608.0,14,8626.29,17054.94,4,0.3317,88.33,1
21,51383.18,743.0,16,28797.91,47225.73,0,0.1362,77.52,0
37,50559.84,669.0,20,27759.09,38925.68,1,0.6872,91.34,1
36,52555.95,514.0,10,17426.94,44776.98,1,0.4588,87.78,1
30,89182.21,541.0,2,14751.91,5565.52,0,0.7158,77.83,1
33,78833.52,619.0,19,16656.52,11262.93,0,0.3039,94.28,1
22,102618.77,727.0,28,16742.56,45611.45,0,0.3264,84.46,0
50,114888.17,698.0,2,17059.52,3000.0,0,0.1503,83.96,0
66,42324.23,703.0,7,15744.01,54594.07,0,0.6853,80.34,0
54,66549.22,827.0,9,21029.39,5826.93,0,0.2169,100.0,0
42,39123.59,601.0,28,27038.54,48493.52,0,0.3507,73.44,1
41,47892.67,688.0,17,3236.88,20782.65,0,0.3416,78.13,0
36,51138.18,711.0,18,5392.03,51782.46,0,0.3366,67.15,0
27,41742.59,638.0,22,500.0,86330.57,0,0.2378,90.72,0
50,41858.48,692.0,9,28396.77,3000.0,1,0.4499,75.01,1
48,61825.74,578.0,24,21003.88,46126.03,0,0.6036,76.36,1
21,38232.19,789.0,1,24063.21,6069.4,0,0.6377,75.8,0
41,83526.79,642.0,3,846.02,41828.3,0,0.6171,82.75,0
34,44809.42,832.0,28,39419.38,31691.65,0,0.0202,66.99,0
29,126810.52,688.0,23,10693.79,37076.52,0,0.545,55.08,0
55,55069.54,762.0,6,20018.47,20413.02,0,0.0763,87.49,0
46,66584.39,686.0,15,28252.62,47488.66,0,0.23,56.64,0
52,36502.49,688.0,1,6156.24,11826.27,0,0.4363,92.25,1
55,102534.02,649.0,23,11444.11,54866.2,0,0.4234,100.0,0
69,89629.01,698.0,26,20150.06,28452.0,0,0.5866,80.03,1
60,71532.15,712.0,9,52289.68,12556.95,0,0.443,97.59,1
51,35370.34,635.0,12,21613.5,60518.99,0,0.4125,81.71,1
